
id,content,stars,conversation_id,reviewer_id
96575,"Class augue elementum integer per.",4,271847,22887
96576,"Velit etiam senectus ridiculus neque ut sapien hac varius penatibus volutpat.",5,271848,22887
96577,"Donec lacus porta netus tempus.",5,271849,22887
96578,"Fusce metus.",3,271854,22884
96579,"Augue netus volutpat orci vehicula a pellentesque cras.",5,271855,22884
96580,"Morbi risus hac penatibus dui praesent morbi in platea.",5,271858,22881
96581,"Morbi augue aliquet libero class vestibulum ut quis ipsum nonummy inceptos augue a ornare.",5,271861,22879
96582,"Felis velit erat feugiat at quam pharetra.",1,271863,22876
96583,"Velit nulla.",5,271863,1426
96584,"Porta proin vitae lorem.",5,271865,22874
96585,"Risus metus vel augue nunc molestie eu proin sociis id interdum.",5,271865,9
96586,"Felis risus nostra integer ut sem purus sed arcu augue porta eros inceptos venenatis sem.",5,271869,22873
96587,"Neque dolor venenatis non suscipit class ut lorem litora.",5,271869,10881
96588,"Neque ipsum netus vel.",3,271873,22872
96589,"Ipsum justo eni arcu nisi enim massa phasellus.",3,271873,5487
96590,"Magna felis nam nunc lorem purus platea vestibulum velit ante eget vestibulum nec etiam.",2,271879,22870
96591,"Dolor proin suscipit.",5,271881,22870
96592,"Neque etiam dis odio eu elit eleifend potenti iaculis eros gravida proin.",5,271884,22866
96593,"Curae justo ornare gravida ad.",5,271891,22863
96594,"Dolor morbi porta fames blandit eget ultrices per.",5,271900,22857
96595,"Curae massa varius mattis est parturient adipiscing mi.",5,271904,22856
96596,"Porta augue nam amet nunc maecenas et.",5,271912,22852
96597,"Ipsum lacus mattis lobortis pretium fringilla eros dapibus id rutrum.",5,271913,22851
96598,"Donec magna porttitor dis dignissim per.",1,271914,22850
96599,"Morbi lorem sed nisi hendrerit nunc duis.",5,271916,22848
96600,"Augue nulla etiam non nisl pellentesque ut felis semper tellus.",4,271916,10003
96601,"Etiam augue vivamus lorem nulla condimentum ut.",5,271917,22847
96602,"Vitae metus velit lorem donec cursus.",5,271918,22847
96603,"Proin velit morbi a lacinia ac ad quis etiam eros a class rhoncus eu mauris.",5,271922,22845
96604,"Nulla donec gravida pharetra natoque.",5,271924,22844
96605,"Vitae metus congue facilisis lorem.",3,271925,22842
96606,"Augue lacus aenean vitae blandit ridiculus litora placerat purus sollicitudin imperdiet felis molestie dolor.",3,271927,22842
96607,"Massa porta platea ad rutrum sagittis.",5,271931,22839
96608,"Magna lacus facilisis lectus magnis sociosqu suspendisse torquent urna pretium id justo mus.",5,271937,22837
96609,"Justo lorem tellus ullamcorper velit dignissim curae massa mollis et.",5,271938,22836
96610,"Morbi porta.",5,271943,22834
96611,"Vitae lorem sem urna id.",5,271944,22833
96612,"Lorem class magna leo adipiscing.",5,271947,22830
96613,"Justo neque.",1,271950,22828
96614,"Purus ipsum mollis taciti ve sit ullamcorper dapibus sollicitudin aenean.",3,271950,5042
96615,"Velit lorem accumsan ridiculus suscipit.",4,271958,22822
96616,"Metus risus aenean donec viverra.",5,271964,22819
96617,"Velit class sociis integer quam elit amet penatibus nunc sem litora mollis.",5,271968,22818
96618,"Augue massa posuere sociosqu.",2,271968,3131
96619,"Morbi class integer natoque imperdiet.",5,271972,22814
96620,"Vitae fames.",3,271972,4078
96621,"Porta donec.",5,271974,22813
96622,"Metus velit.",5,271978,22811
96623,"Neque donec.",3,271979,22810
96624,"Justo etiam.",5,271980,22809
96625,"Magna ipsum blandit orci et volutpat cursus mattis dictumst.",5,271981,22809
96626,"Porta dolor nonummy gravida odio quam per quis cursus semper molestie quam cras natoque.",5,271983,22809
96627,"Neque lacus lectus nec erat.",5,271984,22809
96628,"Justo netus risus commodo molestie tempor pede quis sit nulla pretium libero netus.",5,271985,22808
96629,"Donec risus hac nisl neque.",4,271986,22807
96630,"Curae ipsum euismod nisi morbi rhoncus platea id.",5,271990,22804
96631,"Proin risus cras dis potenti ad tellus ut lacus vel placerat feugiat.",2,271993,22803
96632,"Porta metus odio.",5,271993,4694
96633,"Metus proin dictum ad torquent dui lacinia torquent libero ligula.",5,271999,22799
96634,"Ipsum metus.",5,272002,22798
96635,"Class etiam donec eleifend porttitor.",1,272003,11701
96636,"Class purus eni arcu pede adipiscing sit nulla hac sem ve lacus mollis placerat.",3,272006,22797
96637,"Massa augue nascetur nisl tempus imperdiet tristique risus odio leo consectetuer curae.",3,272018,22790
96638,"Dolor nulla leo fringilla ante fusce at fermentum rhoncus amet.",5,272022,22789
96639,"Morbi augue class hac purus sed eros quis.",5,272022,11455
96640,"Dolor fusce a rhoncus turpis mollis eros aptent mi litora nam et sociosqu.",5,272023,22789
96641,"Risus magna tempus enim scelerisque pretium condimentum.",5,272028,22785
96642,"Augue fusce nec sit cum curabitur egestas mauris.",5,272032,860
96643,"Netus metus vel pede ridiculus litora ultrices vestibulum commodo pede.",5,272036,22780
96644,"Fusce morbi nec odio eget dapibus.",5,272037,22780
96645,"Curae donec condimentum dui ac fusce at vitae donec scelerisque torquent quam ad eros pede nibh eget.",5,272041,22779
96646,"Curae class etiam sed nostra orci.",5,272042,22778
96647,"Curae donec litora consequat inceptos.",5,272048,22772
96648,"Fames lorem.",5,272049,22772
96649,"Etiam augue purus urna scelerisque pretium pellentesque rhoncus vulputate leo curabitur primis sem ac aenean habitasse.",5,272055,22771
96650,"Neque augue lorem lectus porta fringilla nunc dapibus ut.",5,272063,4546
96651,"Donec lorem cursus at orci nascetur netus eu a diam curae conubia.",5,272068,22760
96652,"Justo magna curae pede montes.",4,272068,7167
96653,"Class netus a nullam elit.",2,272071,22759
96654,"Dolor nulla quam faucibus hac.",5,272074,22758
96655,"Justo proin.",3,272074,10403
96656,"Metus neque sem.",5,272075,22756
96657,"Donec netus mattis rhoncus feugiat sociosqu at condimentum eros amet velit faucibus lacus.",1,272078,22755
96658,"Risus dolor platea dictumst varius conubia commodo elit eni nisi.",5,272079,22754
96659,"Fames morbi fusce elit sodales ac pharetra nonummy.",5,272083,5744
96660,"Fusce vitae class dis augue pede.",5,272090,22742
96661,"Justo porta laoreet natoque vehicula magnis nisi suspendisse mi mollis.",5,272090,1880
96662,"Etiam metus sem.",1,272093,22739
96663,"Justo metus consequat duis ante nostra.",5,272101,22734
96664,"Class nulla rutrum amet morbi congue eni.",5,272105,22731
96665,"Metus fusce a viverra nostra.",3,272105,10022
96666,"Purus etiam aliquam est pharetra facilisis fames.",5,272106,22731
96667,"Augue netus montes sapien tincidunt dolor augue pulvinar et.",4,272106,9575
96668,"Massa vitae tortor fusce in metus sed.",2,272111,22726
96669,"Proin risus donec cras in arcu eleifend parturient fermentum dolor.",5,272111,4894
96670,"Fames augue tellus lacus enim sed tincidunt.",5,272112,22726
96671,"Morbi etiam diam habitasse ve varius hendrerit.",2,272112,5286
96672,"Lacus massa a luctus amet iaculis egestas eros.",5,272116,22720
96673,"Donec magna est enim mus non id.",4,272117,22719
96674,"Metus ipsum.",2,272117,7314
96675,"Class porta dictumst class consectetuer class ante class.",5,272120,22717
96676,"Curae velit a aliquam tellus ac arcu vulputate porttitor.",5,272121,5124
96677,"Fames purus mattis et sapien ultrices ipsum cras.",2,272123,22716
96678,"Porta netus nulla conubia integer litora id quam ridiculus est vitae curae.",5,272131,22712
96679,"Risus lorem mauris rutrum sit ve lorem hendrerit vel nisl amet.",5,272134,22710
96680,"Proin vitae nisl fusce curabitur egestas pellentesque penatibus vitae a nostra.",4,272136,22709
96681,"Proin fusce.",4,272139,22708
96682,"Class risus netus dui diam parturient nisl.",5,272144,22707
96683,"Curae augue leo ornare.",4,272144,5085
96684,"Nulla augue.",5,272146,22705
96685,"Velit ipsum.",3,272147,3645
96686,"Metus risus.",3,272151,22700
96687,"Velit justo a.",5,272153,22700
96688,"Purus neque donec dictum fames conubia sit euismod ad ridiculus.",5,272153,11034
96689,"Proin ipsum ligula mollis leo sem fermentum dui augue elementum.",5,272159,22694
96690,"Augue fames rhoncus enim sagittis dis fames ultricies quisque odio nisi dolor proin ligula condimentum.",4,272160,22694
96691,"Augue fames ipsum quam.",5,272160,9213
96692,"Vitae justo taciti pede.",5,272172,22690
96693,"Dolor velit.",5,272173,22690
96694,"Felis purus hac enim dis at felis primis at lectus dis rutrum ac cum platea.",5,272175,22690
96695,"Dolor risus pretium convallis lobortis.",1,272185,22684
96696,"Fames lorem diam dignissim taciti parturient justo potenti lobortis primis.",5,272187,22681
96697,"Fames curae phasellus integer lorem feugiat placerat mattis adipiscing.",2,272188,22680
96698,"Fusce porta integer ac nibh ut.",1,272189,22680
96699,"Felis curae ornare eget.",5,272194,22674
96700,"Dolor proin a cubilia congue nisi proin mollis.",5,272197,22673
96701,"Massa morbi cubilia.",5,272199,22670
96702,"Curae felis.",5,272200,22669
96703,"Massa fusce arcu sociis ut inceptos.",5,272200,3464
96704,"Morbi felis dui varius imperdiet lobortis vehicula.",5,272204,22668
96705,"Etiam vitae nam diam justo egestas maecenas lacinia mi accumsan dapibus faucibus donec etiam justo curae.",1,272211,22662
96706,"Justo fusce ultrices.",5,272215,22659
96707,"Purus risus natoque ac habitant amet turpis ultrices aliquam dapibus varius consequat senectus eros.",5,272218,22658
96708,"Purus velit nunc dignissim eu tempor accumsan magna eni.",5,272220,22657
96709,"Velit metus mus adipiscing porttitor justo pede nisi dapibus.",5,272222,22655
96710,"Dolor morbi condimentum pede.",5,272228,12238
96711,"Dolor purus dui erat dui in tempus interdum.",5,272230,22650
96712,"Lorem dolor dui quis malesuada inceptos ante nibh eu odio potenti.",3,272235,22647
96713,"Augue velit sapien faucibus est egestas.",5,272237,22647
96714,"Lacus curae nam nibh adipiscing ut nunc venenatis.",3,272237,9997
96715,"Fames metus sem fusce non.",5,272241,22646
96716,"Purus porta lobortis neque morbi cum.",5,272244,22646
96717,"Morbi fames dictumst sit iaculis maecenas.",5,272246,22645
96718,"Augue class justo varius.",5,272249,22645
96719,"Justo lorem sociis morbi porta condimentum nisl tincidunt lectus interdum conubia eros adipiscing eu cras quam ac nunc morbi natoque sodales nibh dis.",3,272249,8792
96720,"Proin fusce sem erat accumsan.",5,272251,22645
96721,"Magna lacus sapien nam leo.",3,272251,3216
96722,"Dolor netus pharetra vestibulum tempus purus laoreet diam.",5,272254,22644
96723,"Dolor fusce enim.",3,272254,4943
96724,"Velit purus magnis consequat ac condimentum cras auctor molestie tempus platea dui.",5,272255,22643
96725,"Nulla dolor congue adipiscing donec cras ipsum.",5,272256,22642
96726,"Morbi fames tellus pellentesque.",5,272256,11059
96727,"Augue dolor vel elit.",5,272260,22639
96728,"Porta ipsum interdum tincidunt a consequat dolor in sit cras amet nonummy ac.",5,272263,9491
96729,"Ipsum proin nec netus elit.",5,272265,22635
96730,"Neque risus libero tellus.",2,272269,22633
96731,"Lacus velit sodales sed dictumst a sollicitudin erat fusce ut litora turpis in placerat augue hac.",2,272274,22631
96732,"Massa etiam.",1,272278,22628
96733,"Massa vitae.",5,272278,8790
96734,"Ipsum magna nonummy vel eros cras accumsan suspendisse leo ante.",2,272281,81
96735,"Netus lacus.",5,272283,22622
96736,"Ipsum nulla sem vestibulum penatibus quis lacinia mi suscipit ultrices.",5,272286,22620
96737,"Lacus augue maecenas adipiscing libero ultrices condimentum lobortis class.",3,272288,22619
96738,"Metus neque litora eleifend posuere habitant nibh.",5,272291,22616
96739,"Lorem curae hac nisl.",5,272294,22613
96740,"Augue morbi enim sem.",5,272297,5404
96741,"Fusce nulla.",2,272306,22603
96742,"Risus ipsum senectus.",5,272308,22599
96743,"Nulla curae commodo.",5,272312,22596
96744,"Dolor velit commodo taciti massa parturient eget ligula.",5,272312,6173
96745,"Nulla velit.",1,272313,22595
96746,"Metus nulla urna facilisi non proin vestibulum orci justo.",5,272314,22594
96747,"Vitae justo fusce massa lacus mollis.",5,272317,22592
96748,"Neque porta neque lacus per parturient et habitant.",1,272318,22591
96749,"Lacus porta torquent felis massa nunc sed ante eni justo quam inceptos.",1,272321,22590
96750,"Nulla lacus molestie lorem magna vitae a elit.",4,272321,9802
96751,"Lorem nulla odio quisque auctor.",5,272327,22582
96752,"Curae porta nam pede.",5,272327,8070
96753,"Augue dolor mus amet ridiculus amet leo eros odio etiam vehicula habitasse quis sodales ve.",1,272329,22580
96754,"Porta neque placerat augue iaculis aliquet litora metus rutrum montes nisl.",5,272334,22578
96755,"Dolor ipsum pharetra eget laoreet fusce eu tincidunt arcu.",5,272335,22577
96756,"Nulla risus suscipit tristique in semper.",5,272347,22570
96757,"Nulla vitae natoque quisque eros interdum ac fames nam conubia pulvinar.",5,272349,22569
96758,"Dolor lorem.",5,272364,22562
96759,"Morbi lorem.",5,272366,22561
96760,"Augue dolor lacus dolor scelerisque dis.",5,272368,22559
96761,"Fusce class.",5,272371,22558
96762,"Netus ipsum leo metus nec nisi parturient quam purus lacus.",1,272372,22558
96763,"Dolor justo etiam maecenas velit hymenaeos elit vivamus.",5,272378,22554
96764,"Massa curae congue lorem.",3,272379,22554
96765,"Metus massa dis donec hac.",4,272383,22551
96766,"Purus risus dis velit dignissim torquent at.",5,272394,22548
96767,"Augue curae ipsum quisque eget mollis ad orci donec sem velit.",4,272399,22544
96768,"Felis purus libero torquent proin hac orci lacus.",5,272404,22543
96769,"Vitae metus cubilia.",5,272406,22542
96770,"Vitae felis ridiculus quisque neque mi porttitor lacus sodales ante tempus in.",5,272406,8159
96771,"Porta proin.",5,272411,22538
96772,"Metus morbi dis dolor porttitor eget rhoncus.",5,272413,4953
96773,"Class velit.",5,272426,22533
96774,"Curae morbi quis nisi dapibus.",5,272429,22532
96775,"Lacus porta.",5,272434,22529
96776,"Class etiam a dapibus auctor nisi et.",5,272446,22519
96777,"Netus porta purus.",4,272449,22517
96778,"Vitae fusce tempus quis sollicitudin in.",5,272454,22516
96779,"Neque metus.",5,272455,22516
96780,"Curae fames interdum augue in dui ultricies.",5,272455,7121
96781,"Velit ipsum torquent convallis a hac phasellus.",5,272456,22515
96782,"Morbi velit luctus.",3,272456,4532
96783,"Lacus morbi nam justo ligula sociis sit.",5,272465,22508
96784,"Morbi metus.",5,272469,22506
96785,"Lacus metus enim ante quis erat hymenaeos turpis.",3,272470,22506
96786,"Ipsum fames accumsan vestibulum dapibus cras netus non elit sed a sapien dolor.",4,272473,22503
96787,"Dolor morbi libero eu congue sem libero morbi blandit quisque porttitor quam elit curae.",3,272474,22502
96788,"Fames metus blandit arcu.",1,272479,10463
96789,"Neque purus natoque.",2,272491,22494
96790,"Etiam donec sagittis.",5,272492,22491
96791,"Felis magna.",5,272493,22491
96792,"Etiam augue tellus ac eni suspendisse sodales sollicitudin sapien tellus lobortis parturient.",4,272493,6102
96793,"Ipsum morbi erat lacinia ve turpis aliquet pretium elementum mi porttitor.",5,272499,22486
96794,"Class donec nisl donec fermentum vestibulum aliquet nibh enim porta.",5,272500,22486
96795,"Neque magna litora nostra.",5,272500,1007
96796,"Donec proin sit amet ve orci vitae lorem urna a eget massa nonummy ad.",5,272502,22483
96797,"Etiam massa.",5,272503,22483
96798,"Metus lacus morbi.",2,272509,22480
96799,"Fames porta nec enim lacus.",2,272509,7801
96800,"Lorem vitae dis nibh volutpat scelerisque facilisi.",2,272513,22479
96801,"Etiam lorem.",5,272514,22479
96802,"Nulla netus pretium vulputate interdum porta ac class taciti libero purus nec.",5,272516,22478
96803,"Class felis suspendisse sociosqu consequat lacus mus parturient varius justo.",5,272522,22474
96804,"Fames magna auctor ultrices suspendisse cum primis faucibus penatibus.",5,272522,3600
96805,"Curae proin ridiculus rhoncus odio enim adipiscing.",5,272523,22474
96806,"Magna nulla.",5,272527,22472
96807,"Metus vitae natoque magnis nunc aliquam potenti ornare.",5,272532,22469
96808,"Donec purus mauris.",4,272535,4342
96809,"Purus porta est volutpat.",3,272538,5860
96810,"Risus ipsum per fusce platea massa vestibulum ullamcorper nostra.",5,272541,22464
96811,"Augue netus venenatis hac velit neque eleifend imperdiet a curabitur.",5,272541,1989
96812,"Vitae augue ornare varius duis risus litora molestie.",5,272542,22463
96813,"Lorem velit.",1,272542,8208
