
id,service_type,cancellation_policy,can_provide_oral_medication,can_provide_injected_medication,senior_dog_experience,special_needs_experience,takes_small_dogs,takes_medium_dogs,takes_large_dogs,takes_puppies,max_dogs,provider_id,fee,price,added
92506,boarding,flexible,1,0,1,0,1,1,1,1,4,8953,0.2,36,"2017-04-08 09:06:02.097828"
92507,dog-walking,strict,1,1,1,1,1,1,1,1,4,8954,0.2,20,"2016-12-17 20:43:44.340572"
92508,day-care,moderate,1,0,1,0,1,1,1,1,5,8954,0.2,28,"2016-12-17 20:43:44.340572"
92509,boarding,flexible,1,0,1,0,1,1,0,1,6,8955,0.2,35,"2016-12-31 09:53:33.727531"
92510,dog-walking,strict,1,0,1,0,1,0,0,1,3,8955,0.2,24,"2016-12-31 09:53:33.727531"
92511,boarding,moderate,1,1,1,0,1,1,1,1,3,8956,0.2,31,"2017-03-26 00:23:20.471178"
92512,day-care,flexible,1,0,1,0,1,0,0,1,3,8956,0.2,26,"2017-03-26 00:23:20.471178"
92513,boarding,flexible,1,1,1,0,0,1,0,1,4,8957,0.2,28,"2017-02-19 08:41:35.953873"
92514,boarding,flexible,1,0,1,0,1,1,1,1,2,8958,0.2,38,"2016-10-16 03:34:10.864267"
92515,dog-walking,moderate,1,0,1,0,1,0,0,1,2,8958,0.2,19,"2016-10-16 03:34:10.864267"
92516,day-care,flexible,1,0,1,0,1,1,1,1,5,8958,0.2,30,"2016-10-16 03:34:10.864267"
92517,boarding,moderate,0,0,1,0,1,1,1,1,2,8959,0.2,28,"2017-04-17 01:45:03.406406"
92518,dog-walking,moderate,1,0,1,1,1,1,1,1,3,8959,0.2,23,"2017-04-17 01:45:03.406406"
92519,boarding,strict,1,0,1,1,1,0,1,1,6,8960,0.2,34,"2016-05-24 03:03:13.020989"
92520,boarding,strict,1,0,1,1,1,1,0,1,5,8961,0.2,32,"2016-12-22 00:38:49.372095"
92521,dog-walking,strict,1,0,0,1,1,1,1,0,2,8961,0.2,20,"2016-12-22 00:38:49.372095"
92522,dog-walking,moderate,1,0,1,0,1,1,1,1,6,8962,0.2,19,"2016-11-14 22:34:33.060191"
92523,day-care,moderate,1,0,1,0,1,1,0,1,3,8962,0.2,26,"2016-11-14 22:34:33.060191"
92524,boarding,moderate,1,0,1,0,1,1,1,1,2,8963,0.2,31,"2016-10-05 11:23:16.949592"
92525,dog-walking,strict,1,0,1,1,1,0,0,1,6,8963,0.2,21,"2016-10-05 11:23:16.949592"
92526,day-care,flexible,1,0,1,0,1,0,0,1,4,8963,0.2,27,"2016-10-05 11:23:16.949592"
92527,dog-walking,strict,1,0,1,1,1,1,1,0,1,8964,0.15,20,"2016-04-21 05:43:04.816598"
92528,day-care,flexible,0,0,1,0,1,1,1,1,3,8964,0.15,24,"2016-04-21 05:43:04.816598"
92529,boarding,moderate,1,0,1,0,1,1,0,1,1,8965,0.2,36,"2016-10-22 12:39:03.855243"
92530,dog-walking,moderate,1,0,1,0,1,1,0,1,3,8965,0.2,23,"2016-10-22 12:39:03.855243"
92531,day-care,moderate,1,0,1,0,0,1,1,0,2,8965,0.2,23,"2016-10-22 12:39:03.855243"
92532,dog-walking,strict,1,0,1,0,1,1,0,1,4,8966,0.2,21,"2016-12-16 15:44:12.742128"
92533,day-care,moderate,1,0,0,0,1,1,0,1,4,8966,0.2,25,"2016-12-16 15:44:12.742128"
92534,day-care,moderate,1,1,1,0,1,0,1,0,1,8967,0.2,25,"2017-03-17 00:31:50.468173"
92535,boarding,strict,1,1,1,0,1,1,0,1,5,8968,0.15,31,"2015-12-02 10:50:10.829089"
92536,dog-walking,moderate,0,1,1,0,1,1,0,0,3,8969,0.2,25,"2017-05-13 00:44:02.216246"
92537,day-care,flexible,1,0,1,1,1,1,0,0,3,8969,0.2,25,"2017-05-13 00:44:02.216246"
92538,boarding,strict,1,0,1,0,1,0,1,1,3,8970,0.2,38,"2017-06-26 20:00:00.065922"
92539,dog-walking,moderate,1,0,1,0,1,1,1,1,5,8970,0.2,24,"2017-06-26 20:00:00.065922"
92540,day-care,strict,0,0,0,0,1,1,0,1,8,8971,0.2,24,"2017-07-08 18:48:59.171500"
92541,boarding,moderate,1,0,1,0,1,1,1,1,1,8972,0.15,33,"2015-08-23 11:39:26.243416"
92542,dog-walking,flexible,0,0,1,1,1,1,1,1,6,8972,0.15,18,"2015-08-23 11:39:26.243416"
92543,day-care,flexible,1,0,1,1,1,1,0,0,7,8972,0.15,21,"2015-08-23 11:39:26.243416"
92544,boarding,strict,0,0,1,1,1,1,1,1,7,8973,0.15,37,"2016-03-16 08:01:35.849475"
92545,day-care,moderate,1,0,1,0,1,1,0,1,3,8973,0.15,25,"2016-03-16 08:01:35.849475"
92546,boarding,moderate,1,1,1,1,1,1,1,0,1,8974,0.2,37,"2017-01-19 17:21:15.816432"
92547,day-care,strict,0,0,1,0,1,1,0,0,2,8974,0.2,30,"2017-01-19 17:21:15.816432"
92548,dog-walking,moderate,0,0,1,0,1,1,1,0,3,8975,0.2,25,"2016-09-03 08:44:12.962441"
92549,boarding,moderate,1,1,0,1,1,0,0,1,3,8976,0.2,42,"2017-04-09 00:14:44.298463"
92550,boarding,flexible,0,0,1,0,0,1,1,1,4,8977,0.2,32,"2017-05-14 11:14:23.198313"
92551,dog-walking,flexible,1,0,1,0,1,1,0,1,4,8977,0.2,22,"2017-05-14 11:14:23.198313"
92552,day-care,moderate,1,0,1,0,1,1,0,1,4,8977,0.2,27,"2017-05-14 11:14:23.198313"
92553,dog-walking,flexible,1,0,1,1,1,1,1,1,5,8978,0.15,17,"2016-04-16 23:05:07.984232"
92554,day-care,flexible,0,0,1,0,1,1,0,1,6,8978,0.15,24,"2016-04-16 23:05:07.984232"
92555,boarding,moderate,1,1,1,0,0,1,1,0,1,8979,0.2,38,"2016-09-07 02:41:37.339572"
92556,dog-walking,strict,1,0,1,0,1,1,0,1,3,8979,0.2,26,"2016-09-07 02:41:37.339572"
92557,boarding,moderate,1,0,0,0,1,0,0,0,4,8980,0.2,37,"2016-08-19 10:20:41.725407"
92558,boarding,moderate,1,0,1,0,1,0,1,1,5,8981,0.2,28,"2016-10-25 12:44:20.153323"
92559,dog-walking,flexible,1,0,1,0,1,1,1,1,1,8981,0.2,18,"2016-10-25 12:44:20.153323"
92560,day-care,moderate,0,0,1,1,1,1,1,1,2,8982,0.2,31,"2017-05-31 11:39:16.405958"
92561,dog-walking,strict,1,0,1,0,1,1,1,0,3,8983,0.2,22,"2016-12-20 13:12:40.019128"
92562,day-care,flexible,1,1,1,0,1,1,1,1,6,8983,0.2,26,"2016-12-20 13:12:40.019128"
92563,dog-walking,flexible,1,0,1,1,1,1,1,1,3,8984,0.2,25,"2016-10-18 17:12:54.547350"
92564,dog-walking,strict,1,0,1,1,1,1,0,1,5,8985,0.15,24,"2015-11-23 00:42:10.407356"
92565,boarding,moderate,1,0,1,0,1,1,0,0,2,8986,0.2,33,"2017-05-05 16:56:26.519376"
92566,boarding,moderate,1,0,1,0,1,1,0,1,3,8987,0.2,41,"2017-06-02 11:45:18.242100"
92567,day-care,moderate,1,0,1,1,1,1,1,1,2,8987,0.2,32,"2017-06-02 11:45:18.242100"
92568,dog-walking,strict,1,1,1,0,1,1,1,0,2,8988,0.2,25,"2016-05-19 11:30:13.812884"
92569,boarding,moderate,1,0,1,0,1,1,0,1,2,8989,0.2,40,"2017-04-26 19:12:25.912409"
92570,day-care,flexible,1,0,1,0,1,1,0,1,4,8989,0.2,27,"2017-04-26 19:12:25.912409"
92571,boarding,strict,1,1,1,1,1,1,0,1,4,8990,0.2,42,"2017-02-27 13:54:28.543914"
92572,day-care,flexible,1,0,1,0,1,1,1,0,4,8990,0.2,27,"2017-02-27 13:54:28.543914"
92573,boarding,strict,1,1,1,1,1,1,0,1,5,8991,0.2,42,"2016-11-29 15:53:06.325252"
92574,dog-walking,flexible,1,1,1,0,1,1,1,1,2,8991,0.2,27,"2016-11-29 15:53:06.325252"
92575,day-care,strict,1,0,1,1,1,1,1,1,2,8991,0.2,24,"2016-11-29 15:53:06.325252"
92576,boarding,strict,1,0,1,1,1,1,0,0,3,8992,0.2,32,"2016-11-20 01:10:55.882276"
92577,dog-walking,strict,1,0,1,0,1,0,1,1,4,8993,0.2,24,"2017-06-23 23:34:37.109679"
92578,dog-walking,moderate,1,0,1,0,0,1,1,1,4,8994,0.2,22,"2016-05-19 10:02:12.770190"
92579,day-care,moderate,0,0,1,1,1,1,1,1,4,8995,0.2,29,"2016-08-24 08:57:48.112253"
92580,boarding,strict,1,1,1,0,1,1,0,1,2,8996,0.15,30,"2015-09-19 19:48:02.734142"
92581,dog-walking,flexible,1,0,1,0,1,1,1,1,1,8996,0.15,24,"2015-09-19 19:48:02.734142"
92582,day-care,strict,0,0,1,0,1,1,0,1,3,8996,0.15,29,"2015-09-19 19:48:02.734142"
92583,boarding,moderate,1,1,1,0,1,0,0,1,4,8997,0.2,39,"2017-07-06 18:02:23.039619"
92584,boarding,strict,1,1,1,1,1,1,0,1,4,8998,0.2,30,"2017-04-04 02:36:39.055075"
92585,day-care,strict,1,1,1,1,1,1,1,1,2,8998,0.2,30,"2017-04-04 02:36:39.055075"
92586,boarding,flexible,1,0,1,0,1,1,0,0,2,8999,0.2,38,"2016-09-19 15:49:55.658704"
92587,dog-walking,strict,1,0,1,0,1,1,1,1,1,8999,0.2,25,"2016-09-19 15:49:55.658704"
92588,day-care,flexible,1,0,1,1,1,1,0,0,1,8999,0.2,27,"2016-09-19 15:49:55.658704"
92589,dog-walking,flexible,1,0,1,0,1,1,0,1,3,9000,0.2,21,"2016-05-07 18:27:36.364243"
92590,day-care,moderate,1,1,1,0,1,0,0,1,5,9000,0.2,24,"2016-05-07 18:27:36.364243"
92591,boarding,strict,1,0,0,0,1,1,1,1,2,9001,0.2,37,"2016-10-27 03:37:27.780542"
92592,boarding,flexible,1,0,0,1,1,1,1,1,3,9002,0.2,40,"2017-05-08 17:47:00.399281"
92593,dog-walking,flexible,1,0,1,1,1,1,1,1,4,9002,0.2,21,"2017-05-08 17:47:00.399281"
92594,day-care,strict,1,1,1,1,1,1,0,1,4,9002,0.2,24,"2017-05-08 17:47:00.399281"
92595,boarding,moderate,1,0,1,1,1,0,0,1,3,9003,0.2,40,"2017-03-02 07:27:59.919167"
92596,day-care,moderate,1,1,1,0,1,1,1,1,2,9003,0.2,30,"2017-03-02 07:27:59.919167"
92597,dog-walking,strict,1,0,1,1,1,1,0,1,5,9004,0.2,20,"2016-08-14 20:00:52.695807"
92598,boarding,strict,1,1,1,0,1,0,0,1,6,9005,0.2,31,"2017-06-25 16:06:17.605070"
92599,dog-walking,moderate,1,0,1,1,1,1,1,1,3,9005,0.2,23,"2017-06-25 16:06:17.605070"
92600,boarding,strict,1,0,1,0,1,1,1,1,2,9006,0.2,36,"2017-02-05 04:17:07.663843"
92601,dog-walking,moderate,1,0,1,0,1,0,1,0,3,9006,0.2,20,"2017-02-05 04:17:07.663843"
92602,day-care,moderate,1,0,1,0,1,1,1,1,1,9007,0.2,26,"2017-02-25 01:30:32.367921"
92603,boarding,strict,1,0,1,0,0,1,1,1,5,9008,0.2,35,"2017-04-23 21:20:26.831987"
92604,dog-walking,flexible,1,0,1,0,1,1,1,1,5,9008,0.2,22,"2017-04-23 21:20:26.831987"
92605,day-care,moderate,1,0,1,0,1,1,0,1,3,9008,0.2,25,"2017-04-23 21:20:26.831987"
92606,dog-walking,strict,1,0,1,1,0,0,0,0,3,9009,0.2,22,"2017-03-22 22:45:01.877419"
92607,day-care,moderate,1,0,1,0,1,1,0,1,3,9010,0.2,32,"2016-09-04 20:01:20.468582"
92608,boarding,moderate,1,0,1,0,1,1,1,0,6,9011,0.15,40,"2015-12-31 13:30:38.812972"
92609,day-care,strict,1,0,1,1,1,1,1,1,8,9011,0.15,27,"2015-12-31 13:30:38.812972"
92610,day-care,moderate,0,0,1,0,1,1,1,0,4,9012,0.2,27,"2017-03-03 19:41:05.025087"
92611,boarding,moderate,1,0,1,1,1,0,1,1,2,9013,0.15,38,"2016-01-03 21:32:19.016667"
92612,dog-walking,strict,1,0,1,1,0,1,1,1,2,9013,0.15,24,"2016-01-03 21:32:19.016667"
92613,boarding,moderate,0,0,1,1,1,0,1,0,2,9014,0.2,34,"2016-05-13 07:39:38.442225"
92614,dog-walking,moderate,1,0,1,0,1,1,0,1,5,9015,0.2,25,"2016-12-11 04:36:10.907618"
92615,day-care,moderate,1,0,1,0,0,0,0,1,5,9015,0.2,25,"2016-12-11 04:36:10.907618"
92616,boarding,strict,1,0,1,1,1,1,1,0,3,9016,0.2,36,"2016-07-28 00:41:10.974143"
92617,dog-walking,strict,1,0,1,0,1,1,1,1,4,9016,0.2,23,"2016-07-28 00:41:10.974143"
92618,boarding,flexible,1,0,1,0,0,1,0,1,3,9017,0.2,34,"2016-11-11 19:45:23.013273"
92619,dog-walking,moderate,1,0,0,1,1,1,0,0,2,9017,0.2,21,"2016-11-11 19:45:23.013273"
92620,day-care,moderate,1,0,1,1,1,1,0,1,4,9018,0.15,23,"2015-11-20 05:32:30.467004"
92621,boarding,strict,1,1,1,0,1,0,1,1,4,9019,0.15,33,"2016-03-27 22:02:39.096613"
92622,dog-walking,moderate,1,0,1,0,1,1,1,0,2,9019,0.15,20,"2016-03-27 22:02:39.096613"
92623,day-care,moderate,1,0,1,0,1,1,1,1,3,9019,0.15,25,"2016-03-27 22:02:39.096613"
92624,boarding,moderate,1,0,1,0,1,1,1,1,3,9020,0.2,30,"2016-07-03 23:10:53.905169"
92625,day-care,strict,0,0,1,1,0,1,1,1,3,9020,0.2,27,"2016-07-03 23:10:53.905169"
92626,day-care,flexible,0,0,1,0,1,1,1,1,3,9021,0.2,32,"2016-12-05 22:28:05.919166"
92627,dog-walking,strict,1,1,1,0,1,1,0,0,6,9022,0.2,25,"2017-05-10 14:01:50.127342"
92628,day-care,moderate,1,0,1,0,1,1,1,1,5,9022,0.2,29,"2017-05-10 14:01:50.127342"
92629,boarding,strict,1,0,1,0,1,1,0,1,4,9023,0.2,40,"2017-01-15 14:47:33.156359"
92630,day-care,moderate,0,0,1,0,1,1,0,0,3,9023,0.2,30,"2017-01-15 14:47:33.156359"
92631,dog-walking,strict,1,0,1,0,1,1,0,1,2,9024,0.2,22,"2017-01-20 08:10:00.010692"
92632,dog-walking,moderate,1,0,1,0,0,1,1,1,6,9025,0.2,23,"2017-01-28 23:34:23.152007"
92633,day-care,flexible,1,0,1,0,1,1,1,0,5,9025,0.2,25,"2017-01-28 23:34:23.152007"
92634,dog-walking,flexible,0,0,1,0,1,1,1,0,3,9026,0.2,22,"2017-05-15 06:32:15.818931"
92635,boarding,strict,1,0,1,0,1,1,0,1,3,9027,0.2,38,"2017-05-13 05:24:46.615509"
92636,boarding,flexible,1,1,0,1,1,1,0,1,2,9028,0.15,32,"2016-04-03 09:16:52.030943"
92637,dog-walking,moderate,1,1,1,0,1,1,0,1,4,9028,0.15,21,"2016-04-03 09:16:52.030943"
92638,dog-walking,flexible,1,0,1,0,1,0,1,1,5,9029,0.2,21,"2016-12-31 08:41:50.255918"
92639,day-care,strict,1,0,1,0,1,1,1,1,2,9030,0.2,22,"2016-11-09 16:04:27.788744"
92640,dog-walking,moderate,1,0,1,1,1,1,1,0,3,9031,0.2,26,"2017-01-27 12:13:00.610444"
92641,boarding,strict,1,1,1,0,1,1,1,1,4,9032,0.2,40,"2016-08-28 03:45:11.781060"
92642,dog-walking,strict,1,0,1,1,1,1,0,1,4,9032,0.2,23,"2016-08-28 03:45:11.781060"
92643,day-care,flexible,0,0,1,1,1,0,0,0,3,9032,0.2,31,"2016-08-28 03:45:11.781060"
92644,boarding,strict,1,0,1,0,1,1,0,1,4,9033,0.15,32,"2016-04-21 13:03:29.009637"
92645,dog-walking,strict,1,0,1,0,1,1,0,1,4,9033,0.15,22,"2016-04-21 13:03:29.009637"
92646,dog-walking,moderate,1,0,1,0,1,1,0,1,4,9034,0.15,24,"2016-04-27 14:46:43.356852"
92647,day-care,strict,1,0,1,0,0,1,0,1,1,9034,0.15,26,"2016-04-27 14:46:43.356852"
92648,dog-walking,flexible,1,0,1,0,1,1,0,1,1,9035,0.2,24,"2017-06-03 04:32:20.020908"
92649,day-care,flexible,1,0,1,1,1,0,1,1,4,9035,0.2,26,"2017-06-03 04:32:20.020908"
92650,boarding,moderate,1,0,1,0,1,1,0,1,3,9036,0.2,37,"2017-05-22 04:41:30.556654"
92651,dog-walking,moderate,1,0,1,0,1,1,1,1,6,9037,0.2,23,"2017-05-30 10:45:26.127815"
92652,day-care,moderate,1,0,1,1,1,1,1,1,6,9037,0.2,22,"2017-05-30 10:45:26.127815"
92653,boarding,strict,1,1,1,1,1,1,0,0,4,9038,0.2,35,"2016-09-04 03:47:07.657751"
92654,day-care,strict,0,1,1,0,1,1,0,0,3,9038,0.2,30,"2016-09-04 03:47:07.657751"
92655,boarding,moderate,0,0,1,0,1,0,1,1,1,9039,0.2,30,"2017-07-09 15:22:59.876645"
92656,day-care,moderate,1,0,1,0,0,1,1,1,5,9039,0.2,28,"2017-07-09 15:22:59.876645"
92657,dog-walking,moderate,1,1,0,0,1,0,0,1,2,9040,0.15,21,"2016-03-17 18:29:10.448601"
92658,boarding,flexible,1,0,1,1,1,1,0,1,3,9041,0.2,33,"2017-01-26 10:21:55.489143"
92659,dog-walking,flexible,1,0,1,1,1,1,0,1,3,9041,0.2,23,"2017-01-26 10:21:55.489143"
92660,day-care,flexible,1,1,0,1,1,1,0,1,3,9041,0.2,29,"2017-01-26 10:21:55.489143"
92661,day-care,strict,0,0,1,0,1,1,0,1,3,9042,0.2,28,"2016-05-23 00:21:20.842528"
92662,boarding,flexible,1,0,1,0,0,1,0,0,1,9043,0.2,32,"2016-07-31 19:27:42.276000"
92663,dog-walking,moderate,1,0,1,1,1,0,1,1,1,9043,0.2,23,"2016-07-31 19:27:42.276000"
92664,day-care,flexible,1,1,1,0,1,1,0,1,2,9043,0.2,27,"2016-07-31 19:27:42.276000"
92665,dog-walking,flexible,1,0,1,0,1,1,1,1,4,9044,0.2,21,"2017-03-05 20:05:06.629011"
92666,day-care,flexible,1,0,1,0,1,1,0,0,1,9044,0.2,21,"2017-03-05 20:05:06.629011"
92667,dog-walking,moderate,1,0,1,1,1,1,0,1,2,9045,0.15,21,"2016-03-19 13:54:17.144264"
92668,day-care,flexible,1,0,1,0,1,0,1,1,3,9045,0.15,28,"2016-03-19 13:54:17.144264"
92669,boarding,strict,1,1,1,0,1,1,1,1,3,9046,0.2,30,"2017-04-16 05:55:57.195317"
92670,dog-walking,moderate,1,0,1,0,0,1,0,0,4,9046,0.2,19,"2017-04-16 05:55:57.195317"
92671,day-care,strict,1,1,1,0,1,1,1,0,4,9046,0.2,30,"2017-04-16 05:55:57.195317"
92672,boarding,flexible,1,0,1,1,1,0,0,1,4,9047,0.2,41,"2016-11-24 06:44:50.235516"
92673,dog-walking,moderate,1,0,0,1,1,0,1,1,3,9047,0.2,25,"2016-11-24 06:44:50.235516"
92674,day-care,strict,1,0,1,1,0,1,0,0,3,9047,0.2,23,"2016-11-24 06:44:50.235516"
92675,day-care,flexible,0,0,1,0,1,0,0,1,5,9048,0.2,31,"2017-05-11 03:10:00.577450"
92676,boarding,strict,1,0,1,0,1,1,0,1,1,9049,0.2,36,"2016-11-28 08:53:38.446494"
92677,dog-walking,strict,1,1,1,0,1,1,0,1,5,9050,0.2,28,"2016-04-29 15:02:55.581512"
92678,day-care,moderate,1,1,1,0,1,1,1,1,4,9050,0.2,30,"2016-04-29 15:02:55.581512"
92679,day-care,flexible,1,0,0,0,1,1,0,1,4,9051,0.2,26,"2017-05-23 00:34:16.367922"
92680,day-care,moderate,1,1,1,1,1,1,0,1,4,9052,0.2,27,"2016-05-22 14:00:55.077035"
92681,day-care,flexible,1,0,1,1,1,0,0,1,5,9053,0.2,30,"2017-05-28 04:59:40.289561"
92682,day-care,moderate,1,0,1,0,1,1,0,0,6,9054,0.15,30,"2016-04-08 21:49:32.829257"
92683,boarding,strict,1,0,1,0,1,0,0,1,4,9055,0.2,29,"2017-05-03 21:31:03.261868"
92684,dog-walking,strict,1,0,1,1,1,1,0,1,6,9055,0.2,27,"2017-05-03 21:31:03.261868"
92685,day-care,strict,1,0,1,0,1,1,0,1,5,9055,0.2,25,"2017-05-03 21:31:03.261868"
92686,day-care,flexible,1,0,1,0,0,1,0,1,1,9056,0.2,26,"2016-07-08 10:03:50.593201"
92687,boarding,strict,1,0,1,1,1,1,1,1,4,9057,0.2,33,"2016-09-30 13:45:17.167640"
92688,dog-walking,moderate,1,0,1,0,1,1,1,1,7,9057,0.2,26,"2016-09-30 13:45:17.167640"
92689,boarding,moderate,1,0,1,0,1,1,0,1,3,9058,0.2,37,"2016-12-11 12:55:10.137367"
92690,dog-walking,moderate,1,0,1,1,1,0,0,0,1,9059,0.2,23,"2016-09-12 12:59:46.500065"
92691,day-care,moderate,1,1,1,0,1,1,1,0,2,9059,0.2,24,"2016-09-12 12:59:46.500065"
92692,boarding,strict,1,1,1,1,1,1,1,1,4,9060,0.2,35,"2016-12-31 03:02:45.729173"
92693,day-care,moderate,1,0,1,1,0,0,1,0,3,9060,0.2,28,"2016-12-31 03:02:45.729173"
92694,dog-walking,flexible,1,0,1,0,1,1,0,1,2,9061,0.2,27,"2016-07-31 06:10:43.375827"
92695,day-care,flexible,1,0,1,0,1,1,0,1,5,9061,0.2,32,"2016-07-31 06:10:43.375827"
92696,day-care,strict,1,0,1,0,1,1,1,1,3,9062,0.15,27,"2016-04-12 17:35:46.279423"
92697,boarding,moderate,1,0,1,0,1,1,0,0,5,9063,0.15,37,"2015-11-03 02:07:30.782238"
92698,dog-walking,moderate,0,1,1,0,1,1,0,1,2,9064,0.2,18,"2017-04-14 14:01:29.600855"
92699,day-care,strict,1,1,1,1,1,1,0,1,2,9065,0.2,28,"2017-02-21 23:11:20.151771"
92700,boarding,strict,1,0,1,0,1,1,0,1,2,9066,0.15,33,"2016-03-24 05:46:11.039521"
92701,dog-walking,flexible,1,0,1,0,1,1,1,1,4,9066,0.15,20,"2016-03-24 05:46:11.039521"
92702,day-care,flexible,1,0,1,1,1,1,1,1,2,9066,0.15,26,"2016-03-24 05:46:11.039521"
92703,dog-walking,strict,1,0,1,0,1,0,0,1,3,9067,0.2,22,"2016-08-10 00:25:26.016578"
92704,day-care,flexible,1,0,1,0,0,0,0,0,1,9067,0.2,24,"2016-08-10 00:25:26.016578"
92705,boarding,strict,1,0,1,0,1,1,0,1,4,9068,0.2,34,"2016-11-04 22:21:35.454283"
92706,dog-walking,strict,1,0,0,0,1,1,1,1,2,9068,0.2,26,"2016-11-04 22:21:35.454283"
92707,day-care,strict,1,0,1,0,0,1,0,1,3,9068,0.2,27,"2016-11-04 22:21:35.454283"
92708,boarding,moderate,1,0,1,0,1,1,0,1,4,9069,0.2,33,"2017-03-01 19:20:47.397829"
92709,dog-walking,flexible,1,0,1,1,1,1,0,1,5,9069,0.2,18,"2017-03-01 19:20:47.397829"
92710,dog-walking,flexible,1,0,1,1,1,0,1,1,2,9070,0.15,21,"2016-02-16 11:41:30.219482"
92711,boarding,flexible,1,0,1,0,1,1,1,1,3,9071,0.2,38,"2017-05-13 02:44:52.577541"
92712,dog-walking,moderate,0,1,1,0,0,0,1,1,3,9072,0.2,23,"2016-06-23 03:50:34.418748"
92713,boarding,moderate,1,0,1,1,1,1,1,1,3,9073,0.15,41,"2016-04-04 22:24:13.655042"
92714,dog-walking,flexible,1,1,1,0,1,1,1,0,8,9074,0.2,20,"2017-03-11 01:36:04.667807"
92715,day-care,moderate,1,0,1,0,0,1,0,1,2,9074,0.2,24,"2017-03-11 01:36:04.667807"
92716,boarding,strict,1,0,1,0,0,1,0,1,3,9075,0.2,40,"2017-04-20 14:13:36.280608"
92717,day-care,strict,1,0,0,0,1,1,0,1,2,9075,0.2,29,"2017-04-20 14:13:36.280608"
92718,day-care,flexible,1,0,1,0,1,1,0,1,8,9076,0.2,28,"2017-03-31 14:26:37.223686"
92719,boarding,moderate,1,0,1,0,1,1,0,1,3,9077,0.15,43,"2016-03-01 13:31:44.145971"
92720,dog-walking,flexible,1,0,1,1,1,1,1,0,3,9077,0.15,28,"2016-03-01 13:31:44.145971"
92721,day-care,flexible,1,0,1,0,1,1,1,1,2,9077,0.15,22,"2016-03-01 13:31:44.145971"
92722,dog-walking,moderate,1,0,1,1,1,1,1,1,2,9078,0.15,21,"2016-04-03 02:42:25.851506"
92723,boarding,moderate,1,1,1,0,0,1,1,1,3,9079,0.15,38,"2015-11-30 00:52:12.466245"
92724,dog-walking,flexible,1,0,1,1,1,0,1,0,3,9079,0.15,23,"2015-11-30 00:52:12.466245"
92725,day-care,strict,1,1,1,0,1,1,1,0,4,9079,0.15,28,"2015-11-30 00:52:12.466245"
92726,boarding,strict,1,0,1,0,1,1,1,0,2,9080,0.2,37,"2016-07-31 13:09:31.212382"
92727,boarding,flexible,1,0,1,1,1,1,1,1,3,9081,0.2,38,"2016-06-13 06:10:20.659626"
92728,dog-walking,moderate,1,0,1,0,1,1,0,1,3,9081,0.2,19,"2016-06-13 06:10:20.659626"
92729,day-care,strict,1,1,1,1,1,1,1,1,1,9081,0.2,28,"2016-06-13 06:10:20.659626"
92730,dog-walking,flexible,0,0,1,0,1,1,1,0,2,9082,0.15,24,"2015-11-20 10:53:07.522589"
92731,boarding,moderate,1,0,1,1,1,0,0,0,3,9083,0.2,35,"2017-04-26 07:49:07.481890"
92732,boarding,flexible,1,0,1,0,1,1,1,1,2,9084,0.2,33,"2017-06-26 04:27:05.352642"
92733,dog-walking,flexible,1,0,1,1,1,1,1,0,4,9084,0.2,27,"2017-06-26 04:27:05.352642"
92734,boarding,flexible,1,0,1,0,0,1,0,0,5,9085,0.2,35,"2016-06-05 10:29:54.859421"
92735,dog-walking,strict,1,1,1,0,1,1,0,1,2,9085,0.2,22,"2016-06-05 10:29:54.859421"
92736,boarding,strict,1,0,1,0,1,1,0,1,2,9086,0.2,32,"2017-04-12 22:10:31.713844"
92737,dog-walking,strict,1,0,1,1,0,1,0,1,2,9086,0.2,27,"2017-04-12 22:10:31.713844"
92738,day-care,strict,1,0,1,1,1,1,1,0,4,9086,0.2,28,"2017-04-12 22:10:31.713844"
92739,boarding,flexible,1,0,0,1,1,1,0,1,5,9087,0.2,34,"2017-04-03 10:30:18.556132"
92740,dog-walking,flexible,1,0,0,0,1,1,1,1,4,9087,0.2,24,"2017-04-03 10:30:18.556132"
92741,day-care,strict,1,0,1,0,1,1,0,1,4,9087,0.2,23,"2017-04-03 10:30:18.556132"
92742,boarding,flexible,1,0,1,0,0,0,1,1,3,9088,0.2,39,"2017-02-10 00:03:39.357714"
92743,boarding,flexible,1,1,0,0,1,0,1,0,2,9089,0.2,31,"2016-11-01 17:54:07.223319"
92744,boarding,flexible,1,0,1,0,1,1,0,1,2,9090,0.2,40,"2016-08-18 02:34:55.057127"
92745,boarding,flexible,1,1,1,0,1,0,0,1,3,9091,0.15,41,"2015-08-01 04:29:40.543932"
92746,dog-walking,moderate,0,0,0,1,1,0,0,1,2,9091,0.15,23,"2015-08-01 04:29:40.543932"
92747,day-care,strict,1,1,1,0,1,0,0,1,6,9091,0.15,28,"2015-08-01 04:29:40.543932"
92748,boarding,moderate,0,1,1,1,1,1,1,1,1,9092,0.2,33,"2016-12-20 23:37:50.378860"
92749,day-care,moderate,1,0,1,0,1,0,0,1,4,9093,0.2,30,"2017-02-20 23:42:22.286955"
92750,dog-walking,strict,1,0,1,1,0,1,1,0,4,9094,0.15,21,"2015-09-11 14:56:55.655184"
92751,day-care,flexible,1,0,1,0,1,1,1,1,5,9094,0.15,27,"2015-09-11 14:56:55.655184"
